# ell, dCl_tt, dCl_te, dCl_ee
2.140000000000000000e+02 -7.553808100803638403e-01 -1.890829992816497537e-04 -7.900116127011275408e-05
2.150000000000000000e+02 -7.458623241815565130e-01 -4.134229109202568545e-04 -7.913123885470096323e-05
2.160000000000000000e+02 -7.364056645390859579e-01 -6.342000820243071796e-04 -7.943402681455347895e-05
2.170000000000000000e+02 -7.270110873831003850e-01 -8.514007571563649360e-04 -7.990713416530071484e-05
2.180000000000000000e+02 -7.176788489437480045e-01 -1.065011180878777490e-03 -8.054816992253242694e-05
2.190000000000000000e+02 -7.084092054515100934e-01 -1.275017597753892208e-03 -8.135474310179771368e-05
2.200000000000000000e+02 -6.992024131367013950e-01 -1.481406252344164877e-03 -8.232446271875409373e-05
2.210000000000000000e+02 -6.900587282295256308e-01 -1.684163389212701804e-03 -8.345493778899809936e-05
2.220000000000000000e+02 -6.809784069605751000e-01 -1.883275252920549314e-03 -8.474377732810593408e-05
2.230000000000000000e+02 -6.719617055598869904e-01 -2.078728088031464236e-03 -8.618859035166735391e-05
2.240000000000000000e+02 -6.630088802577205342e-01 -2.270508139107360254e-03 -8.778698587531954872e-05
2.250000000000000000e+02 -6.541201872845570087e-01 -2.458601650710909997e-03 -8.953657291460484068e-05
2.260000000000000000e+02 -6.452958828706556460e-01 -2.642994867404352410e-03 -9.143496048516041967e-05
2.270000000000000000e+02 -6.365362232462756786e-01 -2.823674033750143281e-03 -9.347975760259637050e-05
2.280000000000000000e+02 -6.278414646417873612e-01 -3.000625394310521554e-03 -9.566857328247534414e-05
2.290000000000000000e+02 -6.192118632873389039e-01 -3.173835193648593539e-03 -9.799901654041420166e-05
2.300000000000000000e+02 -6.106476754135781171e-01 -3.343289676326598181e-03 -1.004686963920162516e-04
2.310000000000000000e+02 -6.021491572504866774e-01 -3.508975086905907065e-03 -1.030752218528712500e-04
2.320000000000000000e+02 -5.937165650286013729e-01 -3.670877669950710701e-03 -1.058162019385960580e-04
2.330000000000000000e+02 -5.853501549780149027e-01 -3.828983670022597513e-03 -1.086892456647397739e-04
2.340000000000000000e+02 -5.770501833290975213e-01 -3.983279331684023289e-03 -1.116919620469463640e-04
2.350000000000000000e+02 -5.688169063122194835e-01 -4.133750899497443815e-03 -1.148219601008055842e-04
2.360000000000000000e+02 -5.606505801576400216e-01 -4.280384618025098037e-03 -1.180768488419207431e-04
2.370000000000000000e+02 -5.525514610957849015e-01 -4.423166731830092263e-03 -1.214542372858409391e-04
2.380000000000000000e+02 -5.445197729168627099e-01 -4.562089678061039683e-03 -1.249515623839972172e-04
2.390000000000000000e+02 -5.365556096516566065e-01 -4.697170664214652541e-03 -1.285655728307656502e-04
2.400000000000000000e+02 -5.286590328907880831e-01 -4.828433090374451009e-03 -1.322928452563364946e-04
2.410000000000000000e+02 -5.208301042249896540e-01 -4.955900356625689979e-03 -1.361299562908729020e-04
2.420000000000000000e+02 -5.130688852451048554e-01 -5.079595863048853854e-03 -1.400734825645244715e-04
2.430000000000000000e+02 -5.053754375416996680e-01 -5.199543009729631210e-03 -1.441200007075221171e-04
2.440000000000000000e+02 -4.977498227056176283e-01 -5.315765196751108534e-03 -1.482660873500154380e-04
2.450000000000000000e+02 -4.901921023274802280e-01 -5.428285824195071274e-03 -1.525083191221675858e-04
2.460000000000000000e+02 -4.827023379981310036e-01 -5.537128292148075365e-03 -1.568432726541552644e-04
2.470000000000000000e+02 -4.752805913081359357e-01 -5.642316000691472572e-03 -1.612675245761687306e-04
2.480000000000000000e+02 -4.679269238483940718e-01 -5.743872349910517788e-03 -1.657776515183846883e-04
2.490000000000000000e+02 -4.606413972094713927e-01 -5.841820739886562780e-03 -1.703702301109256316e-04
2.500000000000000000e+02 -4.534240729822669458e-01 -5.936184570703561397e-03 -1.750418369840495798e-04
2.510000000000000000e+02 -4.462750127573467118e-01 -6.026987242446768533e-03 -1.797890487678925793e-04
2.520000000000000000e+02 -4.391942781254432049e-01 -6.114252155197535954e-03 -1.846084420926042292e-04
2.530000000000000000e+02 -4.321819306774554725e-01 -6.198002709041552233e-03 -1.894965935884018911e-04
2.540000000000000000e+02 -4.252380320038939843e-01 -6.278262304060602816e-03 -1.944500798854351641e-04
2.550000000000000000e+02 -4.183626436956022765e-01 -6.355054340338207874e-03 -1.994654776138807522e-04
2.560000000000000000e+02 -4.115558273432573522e-01 -6.428402217959622300e-03 -2.045393634039153596e-04
2.570000000000000000e+02 -4.048176445375362142e-01 -6.498329337007065221e-03 -2.096683138857427953e-04
2.580000000000000000e+02 -3.981481568692823991e-01 -6.564859097563623125e-03 -2.148489056894855535e-04
2.590000000000000000e+02 -3.915474259291729098e-01 -6.628014899712816183e-03 -2.200777154453474431e-04
2.600000000000000000e+02 -3.850155133078569936e-01 -6.687820143539465606e-03 -2.253513197835051683e-04
2.610000000000000000e+02 -3.785524805961504313e-01 -6.744298229125356842e-03 -2.306662953341625383e-04
2.620000000000000000e+02 -3.721583893847857372e-01 -6.797472556557045825e-03 -2.360192187273878368e-04
2.630000000000000000e+02 -3.658333012643844029e-01 -6.847366525914149599e-03 -2.414066665934661883e-04
2.640000000000000000e+02 -3.595772778256789426e-01 -6.894003537283657779e-03 -2.468252155625471917e-04
2.650000000000000000e+02 -3.533903806595128927e-01 -6.937406990745621088e-03 -2.522714422648075511e-04
2.660000000000000000e+02 -3.472726218221866556e-01 -6.977603725494534864e-03 -2.577419890662793148e-04
2.670000000000000000e+02 -3.412238152320501428e-01 -7.014634337157519411e-03 -2.632337612763888026e-04
2.680000000000000000e+02 -3.352437252734929984e-01 -7.048542860470935478e-03 -2.687437299406345188e-04
2.690000000000000000e+02 -3.293321163305995558e-01 -7.079373330172444856e-03 -2.742688661044607578e-04
2.700000000000000000e+02 -3.234887527876484370e-01 -7.107169780994938846e-03 -2.798061408129865531e-04
2.710000000000000000e+02 -3.177133990286407084e-01 -7.131976247676079239e-03 -2.853525251117646194e-04
2.720000000000000000e+02 -3.120058194378549921e-01 -7.153836764952660465e-03 -2.909049900462121457e-04
2.730000000000000000e+02 -3.063657783993201100e-01 -7.172795367561476954e-03 -2.964605066615836910e-04
2.740000000000000000e+02 -3.007930402973424400e-01 -7.188896090237588410e-03 -3.020160460033777597e-04
2.750000000000000000e+02 -2.952873695160063150e-01 -7.202182967716921902e-03 -3.075685791168218056e-04
2.760000000000000000e+02 -2.898485304395348461e-01 -7.212700034737139221e-03 -3.131150770473601231e-04
